# StochasticInstanton sample grid
# generated: 2026-06-24T10:52:42Z
# method: sobol
# seed: 42
# n_requested: 512
# n_samples_generated: 512
# delta_nstar_range: [0.1, 1.0]
# delta_N_range: [0.05, 3.0]
# N_final: derived: N_final = 43.0 - ΔN - delta_Nstar  (N_final_min=5.0)
# K (= N_final + ΔN + delta_Nstar): 43.0
# total_rows: 512
N_init,N_final,delta_Nstar
42.51207347,40.05968795,0.48792653
42.03457909,41.06591976,0.96542091
42.39192127,40.57831007,0.60807873
42.86845741,42.74025506,0.13154259
42.68573945,40.74863150,0.31426055
42.32151406,41.58002385,0.67848594
42.21748630,39.46294573,0.78251370
42.58229143,41.17900253,0.41770857
42.66920718,41.09934523,0.33079282
42.13414111,41.75976204,0.86585889
42.22688084,39.84242212,0.77311916
42.76273961,41.72930767,0.23726039
42.83315026,40.01329666,0.16684974
42.40959537,41.07333308,0.59040463
42.06392659,39.88010149,0.93607341
42.48629653,41.98765539,0.51370347
42.46679037,40.36609983,0.53320963
42.10101021,41.51842644,0.89898979
42.42918736,39.51540800,0.57081264
42.79598082,41.55589714,0.20401918
42.75367132,40.46469834,0.24632868
42.27462206,41.14650678,0.72537794
42.14307551,40.48853305,0.85692449
42.62159987,42.32964279,0.37840013
42.60189287,39.94275574,0.39810713
42.18030570,40.68225117,0.81969430
42.30199159,40.28030089,0.69800841
42.72284110,42.06387064,0.27715890
42.87740297,41.14701425,0.12259703
42.34430451,42.13224746,0.65569549
42.02549277,39.47908936,0.97450723
42.55983100,41.68725814,0.44016900
42.54593290,40.67979132,0.45406710
42.01126675,41.93424513,0.98873325
42.35721046,39.85364500,0.64278954
42.89262114,41.97649298,0.10737886
42.70993086,39.91573300,0.29006914
42.28677599,40.92449403,0.71322401
42.19420122,40.21608552,0.80579878
42.61612318,41.91428947,0.38387682
42.63539072,40.21136562,0.36460928
42.15741048,41.16507604,0.84258952
42.26160373,40.65064489,0.73839627
42.73856381,42.40375174,0.26143619
42.80900171,40.57255568,0.19099829
42.44429057,41.99673925,0.55570943
42.08722363,39.21627959,0.91277637
42.45245282,41.16881086,0.54754718
42.49975695,39.54488074,0.50024305
42.07859029,40.87807366,0.92140971
42.39712721,40.25687024,0.60287279
42.81749430,42.27600799,0.18250570
42.77521206,41.06957912,0.22478794
42.24253423,42.00319743,0.75746577
42.12068328,39.77908940,0.87931672
