# StochasticInstanton sample grid
# generated: 2026-06-24T13:46:53Z
# method: sobol
# seed: 42
# n_requested: 1024
# n_samples_generated: 1024
# delta_nstar_range: [1.0, 12.0]
# delta_N_range: [2.0, 23.0]
# N_final: derived: N_final = 23.0 - ΔN - delta_Nstar  (N_final_min=3.0)
# K (= N_final + ΔN + delta_Nstar): 23.0
# total_rows: 559
N_init,N_final,delta_Nstar
21.61447946,19.05778477,1.38552054
19.38125997,3.94761013,3.61874003
14.92961624,8.00714356,8.07038376
18.11689528,6.48331326,4.88310472
19.17919889,6.35984264,3.82080111
12.63950248,8.33036332,10.36049752
20.32237305,11.32167111,2.67762695
16.00616559,4.84972223,6.99383441
16.94362430,11.74990770,6.05637570
12.23456921,6.44329494,10.76543079
20.72865442,10.25687232,2.27134558
14.35649184,4.68177291,8.64350816
18.59733170,14.87492538,4.40266830
19.83472453,13.49968062,3.16527547
21.72381408,7.76172486,1.27618592
15.20816629,12.05453978,7.79183371
17.84237888,9.98677546,5.15762112
11.13770472,8.94534742,11.86229528
21.90981392,13.74415587,1.09018608
14.50503988,3.16337172,8.49496012
18.53039444,11.89022226,4.46960556
12.92390586,4.21576240,10.07609414
20.02689107,15.99941531,2.97310893
20.88779874,3.32326761,2.11220126
16.43021809,11.60019176,6.56978191
16.52997893,5.74812091,6.47002107
20.99159703,15.49288094,2.00840297
20.47481407,6.68895244,2.52518593
13.96430724,10.61648596,9.03569276
18.99992342,9.68889507,4.00007658
13.47756804,7.51647456,9.52243196
19.57129870,7.62745161,3.42870130
15.60016271,8.02686011,7.39983729
17.43930525,14.57759229,5.56069475
11.68356556,4.91696112,11.31643444
21.36525914,9.89747887,1.63474086
15.00927474,6.96904005,7.99072526
18.03015117,15.96225628,4.96984883
20.57270995,15.86937150,2.42729005
21.08713519,8.09556978,1.91286481
15.93010071,11.77776737,7.06989929
17.03417183,8.20085000,5.96582817
20.81113809,17.26100855,2.18886191
14.09914861,8.80346957,8.90085139
18.86109045,8.87432927,4.13890955
18.43526672,3.98431014,4.56473328
13.29681536,10.63716567,9.70318464
19.75066140,12.37910129,3.24933860
15.46103601,3.31357607,7.53896399
17.57435643,11.41061169,5.42564357
21.82204565,14.69174437,1.17795435
19.92992699,5.17406246,3.07007301
14.76766763,12.41811279,8.23233237
18.28283549,9.95004638,4.71716451
12.84685886,7.86121583,10.15314114
20.11640665,9.16835764,2.88359335
16.17189600,6.96462999,6.82810400
16.78196942,12.26530463,6.21803058
16.84816088,3.55141573,6.15183912
11.70490557,7.86285842,11.29509443
21.25701200,11.46233208,1.74298800
13.86845418,3.51736187,9.13154582
19.08137776,13.41175423,3.91862224
13.73213585,5.99687922,9.26786415
19.30493501,16.27069371,3.69506499
21.54050698,5.63047207,1.45949302
15.69225431,9.23595484,7.30774569
17.35421533,4.92509576,5.64578467
17.29218316,4.22655682,5.70781684
11.43276866,7.36923525,11.56723134
21.51668550,12.92661342,1.48331450
14.81151742,4.06538410,8.18848258
18.15002238,13.20223258,4.84997762
12.62752013,4.49792473,10.37247987
20.41865574,18.10823207,2.58134426
21.27952145,5.59994324,1.72047855
16.12510431,9.44922245,6.87489569
16.91167278,5.68778310,6.08832722
20.69720448,14.60808111,2.30279552
20.18037955,5.97203152,2.81962045
14.34535069,11.43732366,8.65464931
18.69277450,11.24779468,4.30722550
13.08647475,7.54177755,9.91352525
19.86701305,9.80490952,3.13298695
21.75648288,3.40740909,1.24351712
15.21779747,5.95307818,7.78220253
17.74509042,14.26894135,5.25490958
21.91961427,17.48213731,1.08038573
14.53783063,9.29812291,8.46216937
18.41330204,7.38486351,4.58669796
18.88411393,4.36565118,4.11588607
13.01985351,10.41687480,9.98014649
20.01591645,11.60466048,2.98408355
16.39927300,4.81168711,6.60072700
16.64858129,9.59810877,6.35141871
11.92876302,5.55797939,11.07123698
21.11104060,8.92060423,1.88895940
14.06075647,6.24118566,8.93924353
18.98844592,15.71672300,4.01155408
13.51086430,3.07481690,9.48913570
19.45370211,13.54467439,3.54629789
21.34283362,7.96698101,1.65716638
15.50253790,11.74408394,7.49746210
17.44994286,7.89330532,5.55005714
21.44106519,16.32709688,1.55893481
19.54890457,6.96702994,3.45109543
15.06208121,10.49943781,7.93791879
17.89044143,8.81119279,5.10955857
19.06217582,3.86793017,3.93782418
12.54101070,5.36439286,10.45898930
20.49875087,8.78469958,2.50124913
15.87611867,7.58929314,7.12388133
17.17304168,14.69545445,5.82695832
12.08521464,9.01526116,10.91478536
20.95051344,13.33303278,2.04948656
18.78629279,12.21192445,4.21370721
