# StochasticInstanton sample grid
# generated: 2026-06-24T10:52:43Z
# method: sobol
# seed: 42
# n_requested: 512
# n_samples_generated: 512
# delta_nstar_range: [0.1, 1.0]
# delta_N_range: [0.05, 3.0]
# N_final: derived: N_final = 53.0 - ΔN - delta_Nstar  (N_final_min=5.0)
# K (= N_final + ΔN + delta_Nstar): 53.0
# total_rows: 512
N_init,N_final,delta_Nstar
52.51207347,50.05968795,0.48792653
52.03457909,51.06591976,0.96542091
52.39192127,50.57831007,0.60807873
52.86845741,52.74025506,0.13154259
52.68573945,50.74863150,0.31426055
52.32151406,51.58002385,0.67848594
52.21748630,49.46294573,0.78251370
52.58229143,51.17900253,0.41770857
52.66920718,51.09934523,0.33079282
52.13414111,51.75976204,0.86585889
52.22688084,49.84242212,0.77311916
52.76273961,51.72930767,0.23726039
52.83315026,50.01329666,0.16684974
52.40959537,51.07333308,0.59040463
52.06392659,49.88010149,0.93607341
52.48629653,51.98765539,0.51370347
52.46679037,50.36609983,0.53320963
52.10101021,51.51842644,0.89898979
52.42918736,49.51540800,0.57081264
52.79598082,51.55589714,0.20401918
52.75367132,50.46469834,0.24632868
52.27462206,51.14650678,0.72537794
52.14307551,50.48853305,0.85692449
52.62159987,52.32964279,0.37840013
52.60189287,49.94275574,0.39810713
52.18030570,50.68225117,0.81969430
52.30199159,50.28030089,0.69800841
52.72284110,52.06387064,0.27715890
52.87740297,51.14701425,0.12259703
52.34430451,52.13224746,0.65569549
52.02549277,49.47908936,0.97450723
52.55983100,51.68725814,0.44016900
52.54593290,50.67979132,0.45406710
52.01126675,51.93424513,0.98873325
52.35721046,49.85364500,0.64278954
52.89262114,51.97649298,0.10737886
52.70993086,49.91573300,0.29006914
52.28677599,50.92449403,0.71322401
52.19420122,50.21608552,0.80579878
52.61612318,51.91428947,0.38387682
52.63539072,50.21136562,0.36460928
52.15741048,51.16507604,0.84258952
52.26160373,50.65064489,0.73839627
52.73856381,52.40375174,0.26143619
52.80900171,50.57255568,0.19099829
52.44429057,51.99673925,0.55570943
52.08722363,49.21627959,0.91277637
52.45245282,51.16881086,0.54754718
52.49975695,49.54488074,0.50024305
52.07859029,50.87807366,0.92140971
52.39712721,50.25687024,0.60287279
52.81749430,52.27600799,0.18250570
52.77521206,51.06957912,0.22478794
52.24253423,52.00319743,0.75746577
52.12068328,49.77908940,0.87931672
52.65453919,51.57751378,0.34546081
52.56894180,50.49607112,0.43105820
52.20271011,51.59627079,0.79728989
52.33409127,49.62242380,0.66590873
52.70128808,51.25441432,0.29871192
52.85587763,50.26846652,0.14412237
52.37637695,51.54346063,0.62362305
52.04792444,50.27787838,0.95207556
52.52685225,52.35580209,0.47314775
52.53291216,50.57175094,0.46708784
52.05592809,51.33633366,0.94407191
52.37012434,49.59301596,0.62987566
52.84806666,51.46806895,0.15193334
52.69328463,50.17291274,0.30671537
52.32803157,51.42952241,0.67196843
52.21052086,50.32752788,0.78947914
52.57519419,52.51565657,0.42480581
