# StochasticInstanton sample grid
# generated: 2026-06-24T13:47:04Z
# method: sobol
# seed: 42
# n_requested: 1024
# n_samples_generated: 1024
# delta_nstar_range: [1.0, 12.0]
# delta_N_range: [2.0, 23.0]
# N_final: derived: N_final = 33.0 - ΔN - delta_Nstar  (N_final_min=3.0)
# K (= N_final + ΔN + delta_Nstar): 33.0
# total_rows: 965
N_init,N_final,delta_Nstar
27.25867578,8.15694836,5.74132422
21.42263328,12.88302448,11.57736672
25.79014887,11.23562847,7.20985113
31.61447946,29.05778477,1.38552054
29.38125997,13.94761013,3.61874003
24.92961624,18.00714356,8.07038376
28.11689528,16.48331326,4.88310472
29.17919889,16.35984264,3.82080111
22.63950248,18.33036332,10.36049752
23.77298806,5.15480736,9.22701194
30.32237305,21.32167111,2.67762695
31.18294765,9.46534571,1.81705235
26.00616559,14.84972223,6.99383441
21.78132494,4.59138355,11.21867506
26.94362430,21.74990770,6.05637570
26.70521567,10.10707961,6.29478433
22.23456921,16.44329494,10.76543079
26.24562335,3.85939736,6.75437665
30.72865442,20.25687232,2.27134558
30.21153839,12.27308664,2.78846161
24.35649184,14.68177291,8.64350816
22.74870072,9.32653405,10.25129928
28.59733170,24.87492538,4.40266830
28.35646843,7.78294988,4.64353157
23.20373631,10.89555151,9.79626369
24.69100829,8.65524398,8.30899171
29.83472453,23.49968062,3.16527547
31.72381408,17.76172486,1.27618592
25.20816629,22.05453978,7.79183371
27.84237888,19.98677546,5.15762112
27.67251325,12.74404774,5.32748675
21.13770472,18.94534742,11.86229528
25.36590558,5.89984641,7.63409442
31.90981392,23.74415587,1.09018608
29.67693274,8.14196490,3.32306726
24.50503988,13.16337172,8.49496012
23.37357042,7.64800109,9.62642958
28.53039444,21.89022226,4.46960556
28.76588660,9.86604688,4.23411340
22.92390586,14.21576240,10.07609414
24.19737887,11.08546852,8.80262113
30.02689107,25.99941531,2.97310893
30.88779874,13.32326761,2.11220126
26.43021809,21.60019176,6.56978191
26.52997893,15.74812091,6.47002107
27.10814046,4.42936069,5.89185954
21.96054800,11.77042960,11.03945200
25.85377707,8.97398168,7.14622293
30.99159703,25.49288094,2.00840297
30.47481407,16.68895244,2.52518593
23.96430724,20.61648596,9.03569276
22.47501782,4.16197665,10.52498218
28.99992342,19.68889507,4.00007658
27.95373311,11.55363673,5.04626689
23.47756804,17.51647456,9.52243196
25.08333779,4.13587445,7.91666221
29.57129870,17.62745161,3.42870130
31.46072657,11.39780003,1.53927343
25.60016271,18.02686011,7.39983729
21.58574311,7.34134744,11.41425689
27.43930525,24.57759229,5.56069475
27.51337084,11.90849439,5.48662916
21.68356556,14.91696112,11.31643444
25.52374195,4.11042801,7.47625805
31.36525914,19.89747887,1.63474086
29.47347880,9.88778063,3.52652120
25.00927474,16.96904005,7.99072526
23.57303276,8.52460818,9.42696724
28.03015117,25.96225628,4.96984883
28.92359707,6.72104184,4.07640293
22.37947696,11.72334525,10.62052304
24.03827841,6.35280935,8.96172159
30.57270995,25.86937150,2.42729005
31.08713519,18.09556978,1.91286481
25.93010071,21.77776737,7.06989929
21.86265466,3.08219824,11.13734534
27.03417183,18.20085000,5.96582817
26.62820665,8.52230216,6.37179335
22.13970089,12.62732523,10.86029911
26.33501694,12.75597191,6.66498306
30.81113809,27.26100855,2.18886191
29.95325428,12.86466744,3.04674572
24.09914861,18.80346957,8.90085139
28.86109045,18.87432927,4.13890955
28.43526672,13.98431014,4.56473328
23.29681536,20.63716567,9.70318464
24.60319417,4.33274508,8.39680583
29.75066140,22.37910129,3.24933860
31.98657169,11.24718384,1.01342831
25.46103601,13.31357607,7.53896399
21.06397352,4.87227333,11.93602648
27.57435643,21.41061169,5.42564357
27.76571683,6.71609410,5.23428317
21.21637315,9.37400158,11.78362685
25.28180177,10.05151098,7.71819823
31.82204565,24.69174437,1.17795435
29.92992699,15.17406246,3.07007301
24.76766763,22.41811279,8.23233237
23.10550728,3.80147470,9.89449272
28.28283549,19.95004638,4.71716451
28.67106159,11.27750545,4.32893841
22.84685886,17.86121583,10.15314114
30.11640665,19.16835764,2.88359335
30.63049882,12.21437823,2.36950118
26.17189600,16.96462999,6.82810400
22.32969824,9.71208138,10.67030176
26.78196942,22.26530463,6.21803058
26.84816088,13.55141573,6.15183912
21.70490557,17.86285842,11.29509443
26.10398419,8.28999293,6.89601581
31.25701200,21.46233208,1.74298800
30.39879513,7.88613379,2.60120487
23.86845418,13.51736187,9.13154582
22.56543558,5.84118425,10.43456442
29.08137776,23.41175423,3.91862224
28.21478731,8.31892420,4.78521269
23.73213585,15.99687922,9.26786415
24.83407939,10.74681371,8.16592061
29.30493501,26.27069371,3.69506499
31.54050698,15.63047207,1.45949302
25.69225431,19.23595484,7.30774569
27.35421533,14.92509576,5.64578467
27.29218316,14.22655682,5.70781684
21.43276866,17.36923525,11.56723134
25.67242508,6.64423255,7.32757492
31.51668550,22.92661342,1.48331450
29.28384628,7.15655356,3.71615372
24.81151742,14.06538410,8.18848258
23.66867633,6.23214504,9.33132367
28.15002238,23.20223258,4.84997762
29.14753848,9.63518027,3.85246152
22.62752013,14.49792473,10.37247987
23.89222313,9.09209542,9.10777687
30.41865574,28.10823207,2.58134426
31.27952145,15.59994324,1.72047855
26.12510431,19.44922245,6.87489569
26.91167278,15.68778310,6.08832722
26.80094958,5.81775152,6.19905042
22.35300504,10.45512403,10.64699496
26.23477855,9.95243561,6.76522145
30.69720448,24.60808111,2.30279552
30.18037955,15.97203152,2.81962045
24.34535069,21.43732366,8.65464931
28.69277450,21.24779468,4.30722550
28.25956024,11.41550458,4.74043976
23.08647475,17.54177755,9.91352525
29.86701305,19.80490952,3.13298695
31.75648288,13.40740909,1.24351712
25.21779747,15.95307818,7.78220253
21.19469179,7.52692658,11.80530821
27.74509042,24.26894135,5.25490958
27.55512450,8.90088114,5.44487550
21.04091849,12.08651559,11.95908151
25.39840523,12.69711534,7.60159477
31.91961427,27.48213731,1.08038573
29.68643673,12.53220502,3.31356327
24.53783063,19.29812291,8.46216937
28.41330204,17.38486351,4.58669796
28.88411393,14.36565118,4.11588607
23.01985351,20.41687480,9.98014649
24.16605350,4.94625471,8.83394650
30.01591645,21.60466048,2.98408355
30.87644909,9.58806269,2.12355091
26.39927300,14.81168711,6.60072700
22.16163402,6.84574764,10.83836598
26.64858129,19.59810877,6.35141871
27.09628793,11.10650473,5.90371207
21.92876302,15.55797939,11.07123698
25.94984602,5.24831261,7.05015398
31.11104060,18.92060423,1.88895940
30.59388260,10.77656620,2.40611740
24.06075647,16.24118566,8.93924353
22.44285256,8.60909113,10.55714744
28.98844592,25.71672300,4.01155408
27.96407437,5.53188230,5.03592563
23.51086430,13.07481690,9.48913570
24.98542187,8.51531570,8.01457813
29.45370211,23.54467439,3.54629789
31.34283362,17.96698101,1.65716638
25.50253790,21.74408394,7.49746210
21.61874826,3.55197373,11.38125174
27.44994286,17.89330532,5.55005714
27.37328082,5.41699567,5.62671918
21.52354309,10.62180564,11.47645691
25.57617338,8.30071615,7.42382662
31.44106519,26.32709688,1.55893481
29.54890457,16.96702994,3.45109543
25.06208121,20.49943781,7.93791879
23.41263526,4.87876873,9.58736474
27.89044143,18.81119279,5.10955857
29.06217582,13.86793017,3.93782418
22.54101070,15.36439286,10.45898930
30.49875087,18.78469958,2.50124913
31.01288500,11.67311520,1.98711500
25.87611867,17.58929314,7.12388133
22.02389205,7.38577845,10.97610795
27.17304168,24.69545445,5.82695832
26.55311788,12.51184082,6.44688212
22.08521464,19.01526116,10.91478536
26.49709159,6.47322113,6.50290841
30.95051344,23.33303278,2.04948656
30.09233853,9.59920950,2.90766147
24.26151962,11.86846020,8.73848038
22.94578662,7.16408700,10.05421338
28.78629279,22.21192445,4.21370721
28.51119406,10.65120918,4.48880594
23.35046303,13.59151031,9.64953697
24.44229378,11.27355098,8.55770622
29.61011177,25.65030367,3.38988823
31.84564178,15.16767698,1.15435822
25.30051066,19.59483198,7.69948934
27.65066405,17.41764562,5.34933595
27.81915600,10.18000350,5.18084400
21.29251424,16.55313065,11.70748576
31.66101545,21.12296763,1.33898455
29.76919315,10.94277314,3.23080685
24.62695147,15.82936685,8.37304853
23.18193948,10.31840646,9.81806052
28.33597830,24.06589401,4.66402170
28.61644815,7.15682266,4.38355185
22.77189204,11.34014188,10.22810796
24.41932186,8.94277069,8.58067814
30.27827543,23.39357208,2.72172457
30.79274264,15.79029666,2.20725736
26.31110220,24.20746508,6.68889780
26.72698095,18.80449219,6.27301905
27.00990050,6.70372421,5.99009950
21.84327319,14.51770671,11.15672681
26.02990316,11.69670754,6.97009684
31.20286079,28.41520876,1.79713921
30.34501895,14.18937392,2.65498105
23.79399287,17.58396160,9.20600713
29.24274234,17.22363272,3.75725766
28.05489466,14.51156181,4.94510534
23.59192126,19.99580311,9.40807874
24.90967170,6.68599124,8.09032830
29.35757494,19.97320664,3.64242506
31.59344327,8.67077291,1.40655673
25.76755551,15.82709587,7.23244449
21.35903746,4.38851949,11.64096254
27.19402633,21.77001199,5.80597367
27.21437188,10.22161672,5.78562812
21.38099919,16.01572874,11.61900081
31.57286684,21.65942839,1.42713316
29.33695606,11.13658048,3.66304394
24.88798215,15.44383731,8.11201785
23.61384152,10.12553627,9.38615848
28.07528266,24.45046981,4.92471734
29.22083298,8.40680719,3.77916702
22.68380638,10.62697138,10.31619362
23.81460068,7.69117606,9.18539932
30.36669744,24.10836614,2.63330256
31.22458174,16.84706273,1.77541826
26.05046950,23.30139525,6.94953050
26.98794869,19.71217551,6.01205131
26.74954039,7.08848330,6.25045961
22.27618215,14.32601163,10.72381785
26.28992692,11.31033866,6.71007308
30.77028818,28.60852771,2.22971182
30.25586311,14.72498498,2.74413689
24.39810478,17.54279676,8.60189522
28.63896546,17.26641137,4.36103454
28.31485548,15.41840078,4.68514452
23.15941159,18.93692607,9.84058841
24.64937453,5.78009969,8.35062547
29.79042096,21.03114282,3.20957904
31.68220113,9.38573557,1.31779887
25.16384157,14.57666166,7.83615843
21.26994456,3.67449429,11.73005544
27.79807531,23.01949278,5.20192469
27.62818837,5.02678465,5.37181163
21.09609161,10.81895632,11.90390839
25.32160217,8.69253822,7.67839783
31.86818032,26.12831857,1.13181968
29.63260786,16.42596819,3.36739214
24.46342677,20.54605950,8.53657323
23.32926701,5.42145148,9.67073299
28.48876084,18.76295605,4.51123916
28.80749970,12.96637528,4.19250030
22.96823074,16.41798214,10.03176926
24.23901247,3.71689960,8.76098753
30.07119448,17.73205490,2.92880552
30.92941185,10.96343537,2.07058815
26.47454297,18.83443835,6.52545703
22.10770024,8.09451706,10.89229976
26.57428234,23.45126392,6.42571766
27.15244420,12.46476917,5.84755580
22.00218192,19.55811719,10.99781808
25.89810162,6.51934442,7.10189838
31.03320981,22.79112168,1.96679019
30.51911781,9.39994247,2.48088219
24.00594117,12.25944259,8.99405883
22.51934238,7.36241312,10.48065762
29.04153621,21.82189705,3.95846379
27.91209919,9.40651523,5.08790081
23.43326430,14.29939455,9.56673570
