# StochasticInstanton sample grid
# generated: 2026-06-24T10:52:41Z
# method: sobol
# seed: 42
# n_requested: 512
# n_samples_generated: 512
# delta_nstar_range: [0.1, 1.0]
# delta_N_range: [0.05, 3.0]
# N_final: derived: N_final = 33.0 - ΔN - delta_Nstar  (N_final_min=5.0)
# K (= N_final + ΔN + delta_Nstar): 33.0
# total_rows: 512
N_init,N_final,delta_Nstar
32.51207347,30.05968795,0.48792653
32.03457909,31.06591976,0.96542091
32.39192127,30.57831007,0.60807873
32.86845741,32.74025506,0.13154259
32.68573945,30.74863150,0.31426055
32.32151406,31.58002385,0.67848594
32.21748630,29.46294573,0.78251370
32.58229143,31.17900253,0.41770857
32.66920718,31.09934523,0.33079282
32.13414111,31.75976204,0.86585889
32.22688084,29.84242212,0.77311916
32.76273961,31.72930767,0.23726039
32.83315026,30.01329666,0.16684974
32.40959537,31.07333308,0.59040463
32.06392659,29.88010149,0.93607341
32.48629653,31.98765539,0.51370347
32.46679037,30.36609983,0.53320963
32.10101021,31.51842644,0.89898979
32.42918736,29.51540800,0.57081264
32.79598082,31.55589714,0.20401918
32.75367132,30.46469834,0.24632868
32.27462206,31.14650678,0.72537794
32.14307551,30.48853305,0.85692449
32.62159987,32.32964279,0.37840013
32.60189287,29.94275574,0.39810713
32.18030570,30.68225117,0.81969430
32.30199159,30.28030089,0.69800841
32.72284110,32.06387064,0.27715890
32.87740297,31.14701425,0.12259703
32.34430451,32.13224746,0.65569549
32.02549277,29.47908936,0.97450723
32.55983100,31.68725814,0.44016900
32.54593290,30.67979132,0.45406710
32.01126675,31.93424513,0.98873325
32.35721046,29.85364500,0.64278954
32.89262114,31.97649298,0.10737886
32.70993086,29.91573300,0.29006914
32.28677599,30.92449403,0.71322401
32.19420122,30.21608552,0.80579878
32.61612318,31.91428947,0.38387682
32.63539072,30.21136562,0.36460928
32.15741048,31.16507604,0.84258952
32.26160373,30.65064489,0.73839627
32.73856381,32.40375174,0.26143619
32.80900171,30.57255568,0.19099829
32.44429057,31.99673925,0.55570943
32.08722363,29.21627959,0.91277637
32.45245282,31.16881086,0.54754718
32.49975695,29.54488074,0.50024305
32.07859029,30.87807366,0.92140971
32.39712721,30.25687024,0.60287279
32.81749430,32.27600799,0.18250570
32.77521206,31.06957912,0.22478794
32.24253423,32.00319743,0.75746577
32.12068328,29.77908940,0.87931672
32.65453919,31.57751378,0.34546081
32.56894180,30.49607112,0.43105820
32.20271011,31.59627079,0.79728989
32.33409127,29.62242380,0.66590873
32.70128808,31.25441432,0.29871192
32.85587763,30.26846652,0.14412237
32.37637695,31.54346063,0.62362305
32.04792444,30.27787838,0.95207556
32.52685225,32.35580209,0.47314775
32.53291216,30.57175094,0.46708784
32.05592809,31.33633366,0.94407191
32.37012434,29.59301596,0.62987566
32.84806666,31.46806895,0.15193334
32.69328463,30.17291274,0.30671537
32.32803157,31.42952241,0.67196843
32.21052086,30.32752788,0.78947914
32.57519419,32.51565657,0.42480581
32.64829431,29.76031631,0.35170569
32.11286630,30.84688589,0.88713370
32.24858642,29.99515148,0.75141358
32.78322172,32.35346704,0.21677828
32.82531106,31.23125783,0.17468894
32.40337188,32.05102029,0.59662812
32.07058084,29.66332624,0.92941916
32.49370497,31.48378595,0.50629503
32.46048963,30.14799353,0.53951037
32.09324825,30.98793834,0.90675175
32.43650139,30.75992125,0.56349861
32.80272948,32.53497319,0.19727052
32.73253899,30.56295179,0.26746101
32.25356670,31.74060227,0.74643330
32.16368294,29.17961150,0.83631706
32.64318013,31.47123034,0.35681987
32.60834000,30.80927706,0.39166000
32.18792126,32.04525618,0.81207874
32.29480680,29.67824371,0.70519320
32.71596321,31.91138690,0.28403679
32.89890132,30.21646350,0.10109868
32.36499386,30.88951734,0.63500614
32.00523420,29.96163822,0.99476580
32.53790189,31.90299489,0.46209811
32.55355865,29.82754022,0.44644135
32.01770326,30.58508439,0.98229674
32.35032924,30.44178839,0.64967076
32.88544010,32.11475492,0.11455990
32.73063039,30.88873513,0.26936961
32.30826372,32.20915958,0.69173628
32.17226878,29.69146420,0.82773122
32.59586836,31.65626227,0.40413164
32.62763231,30.41520419,0.37236769
32.15110663,31.68169488,0.84889337
32.26834199,29.42002044,0.73165801
32.74588782,31.43889998,0.25411218
32.78794990,30.43187582,0.21205010
32.42315513,31.36070585,0.57684487
32.10879349,30.56727112,0.89120651
32.47307023,32.06953874,0.52692977
32.47848589,30.84156217,0.52151411
32.05767409,31.74891033,0.94232591
32.41759871,30.14610946,0.58240129
32.83921007,31.69424313,0.16078993
32.76899233,29.83745181,0.23100767
32.23469171,31.01156207,0.76530829
32.12808109,30.00967436,0.87191891
32.66120363,32.09570890,0.33879637
32.59030078,30.02635810,0.40969922
32.22353839,31.36787138,0.77646161
32.31369740,30.56572437,0.68630260
32.67949468,32.48420840,0.32050532
32.86240512,30.85837640,0.13759488
32.38391172,31.70790774,0.61608828
32.04082408,29.39948402,0.95917592
32.51989035,31.00484736,0.48010965
32.51481499,30.91035795,0.48518501
32.03540834,31.69553103,0.96459166
32.38228932,29.94023371,0.61771068
32.86045609,31.88470787,0.13954391
32.67776924,29.80036384,0.32223076
32.31185142,31.03322794,0.68814858
32.21834624,29.99988114,0.78165376
32.58500183,32.12090755,0.41499817
32.66661679,30.15654742,0.33338321
32.13316074,31.22209853,0.86683926
32.23663644,30.38852326,0.76336356
32.77061729,32.67701015,0.22938271
32.84105175,30.86939672,0.15894825
32.41932672,31.71247665,0.58067328
32.06297046,29.25079096,0.93702954
32.48368232,31.13794543,0.51631768
32.47462315,29.75793580,0.52537685
32.11070041,30.67028379,0.88929959
32.42830006,30.37197094,0.57169994
32.79340764,32.16898317,0.20659236
32.75112196,30.98613974,0.24887804
32.27371051,32.09615433,0.72628949
32.15278996,29.54879123,0.84721004
32.62940882,31.81451880,0.37059118
32.59396402,30.45872763,0.40603598
32.17071157,31.62276601,0.82928843
32.30281028,29.33139322,0.69718972
32.72548289,31.54294929,0.27451711
32.88007587,30.53342027,0.11992413
32.34509252,31.27457243,0.65490748
32.01592933,30.32688612,0.98407067
32.55187103,32.29450724,0.44812897
32.53632837,30.14680371,0.46367163
32.00334788,30.97641985,0.99665212
32.35986952,30.80659308,0.64013048
32.89342299,32.50101551,0.10657701
32.71070846,30.53189972,0.28929154
32.28945887,31.78435707,0.71054113
32.18625853,29.34985985,0.81374147
32.60654289,31.28826224,0.39345711
32.64506387,30.83651791,0.35493613
32.16526074,32.03055659,0.83473926
32.25904074,29.79006901,0.74095926
32.73766589,31.78703708,0.26233411
32.80807311,30.04851407,0.19192689
32.44175870,31.04493116,0.55824130
32.09504278,30.17447779,0.90495722
32.46215665,31.70268551,0.53784335
32.49878719,30.48355574,0.50121281
32.07598970,31.41199867,0.92401030
32.40498740,29.72786723,0.59501260
32.82726696,31.34575328,0.17273304
32.78495403,30.23204530,0.21504597
32.25042553,31.38291439,0.74957447
32.11805157,30.40568985,0.88194843
32.65360012,32.42495333,0.34639988
32.56978790,29.64955140,0.43021210
32.20543435,30.97037055,0.79456565
32.32607997,30.24337458,0.67392003
32.69166654,32.09254121,0.30833346
32.84623184,31.19819540,0.15376816
32.36838946,32.07136855,0.63161054
32.05062486,29.74362558,0.94937514
32.52772260,31.41619494,0.47227740
32.52145025,29.66806733,0.47854975
32.04283534,30.74235318,0.95716466
32.37441419,30.17857615,0.62558581
32.85426897,32.36683056,0.14573103
32.69945583,31.16295439,0.30054417
32.33235210,31.92236172,0.66764790
32.19739743,29.82478285,0.80260257
32.56376339,31.51929751,0.43623661
32.65963257,30.75615520,0.34036743
32.12608269,31.34889114,0.87391731
32.24414546,29.50153905,0.75585454
32.77717053,31.36257761,0.22282947
32.81923605,30.33341124,0.18076395
32.39895516,31.46580586,0.60104484
32.08377299,30.25841893,0.91622701
32.50506705,32.38797741,0.49493295
32.45434601,30.71283328,0.54565399
32.08879029,31.88848730,0.91120971
32.44976204,29.86783738,0.55023796
32.81413292,31.97501064,0.18586708
32.74391861,30.09607429,0.25608139
32.26685161,30.75687421,0.73314839
32.15920072,30.17320006,0.84079928
32.63706032,31.94447048,0.36293968
32.61455224,30.33660198,0.38544776
32.19231061,31.05236249,0.80768939
32.28164222,30.66269978,0.71835778
32.70446369,32.37915731,0.29553631
32.88737069,30.77546611,0.11262931
32.35185996,31.78130034,0.64814004
32.00959287,29.06002218,0.99040713
32.54414524,31.33760218,0.45585476
32.55793095,30.31100238,0.44206905
32.02393298,31.58911481,0.97606702
32.33883991,29.43283597,0.66116009
32.87226490,31.62287247,0.12773510
32.71747944,30.30376806,0.28252056
32.29675057,31.29185178,0.70324943
32.17852232,30.60245459,0.82147768
32.60021641,32.23132361,0.39978359
32.62316394,29.83954988,0.37683606
32.14497298,30.77003665,0.85502702
32.27976270,30.33662813,0.72023730
32.75913163,32.02294711,0.24086837
32.80122440,30.92469032,0.19877560
32.43454473,32.36998618,0.56545527
32.10269096,29.56433568,0.89730904
32.46857117,31.58660251,0.53142883
32.49171913,29.87013722,0.50828087
32.06899508,31.27087979,0.93100492
32.41153753,30.62901719,0.58846247
32.83477952,32.67413316,0.16522048
32.76459246,30.72606137,0.23540754
32.22859942,31.58719026,0.77140058
32.13943319,29.44040881,0.86056681
32.67440619,31.21695984,0.32559381
32.57721865,30.90565523,0.42278135
32.21206629,31.93784969,0.78793371
32.31988223,29.99084140,0.68011777
32.68380159,31.59647366,0.31619841
32.86673627,29.87759924,0.13326373
32.39007272,31.22462720,0.60992728
32.02937579,29.87637446,0.97062421
32.50678397,31.97579148,0.49321603
32.50844861,30.35232348,0.49155139
32.03117266,31.50843229,0.96882734
32.38829473,29.39166765,0.61170527
32.86505274,31.70340305,0.13494726
32.68211459,30.35634754,0.31788541
32.31810763,31.22238252,0.68189237
32.21385976,30.55002640,0.78614024
32.57888676,32.30063924,0.42111324
32.67261361,29.97969094,0.32738639
32.13776598,30.67502011,0.86223402
32.23028551,30.19628062,0.76971449
32.76636615,32.11817200,0.23363385
32.83655669,31.04780997,0.16344331
32.41322023,32.25799313,0.58677977
32.06733125,29.44100845,0.93266875
32.48992307,31.69880256,0.51007693
32.47041694,29.93945892,0.52958306
32.10441490,31.21855762,0.89558510
32.43281220,30.55948909,0.56718780
32.79938722,32.72666372,0.20061278
32.75729789,30.80653168,0.24270211
32.27802676,31.54597158,0.72197324
32.14670035,29.35973097,0.85329965
32.62500627,31.25838557,0.37499373
32.59848818,31.01779573,0.40151182
32.17667913,31.81447283,0.82332087
32.29858519,29.87885372,0.70141481
32.71921626,31.71969862,0.28078374
32.87399827,29.97282811,0.12600173
32.34067795,31.08438363,0.65932205
32.02208637,29.78129693,0.97791363
32.55620616,32.11588147,0.44379384
32.54230632,29.59829961,0.45769368
32.00786204,30.79512161,0.99213796
32.35358563,30.24855046,0.64641437
32.88921475,32.31385322,0.11078525
32.70630428,31.08203823,0.29369572
32.28337128,31.96402683,0.71662872
32.19057639,29.90590707,0.80942361
32.61271680,31.47742517,0.38728320
32.63879543,30.64444700,0.36120457
32.16103706,31.47183547,0.83896294
32.26501011,29.61309426,0.73498989
32.74218864,31.23978570,0.25781136
32.81240642,30.23861449,0.18759358
32.44791715,31.60561674,0.55208285
32.09063002,30.35306381,0.90936998
32.45607765,32.24832030,0.54392235
32.50338180,30.67106554,0.49661820
32.08199670,31.96961618,0.91800330
32.40075377,29.90945216,0.59924623
32.82089898,31.89403422,0.17910102
32.77883691,30.04304800,0.22116309
32.24594064,30.82678965,0.75405936
32.12430983,30.22607453,0.87569017
32.65794387,31.87470885,0.34205613
32.56553539,30.19689383,0.43446461
32.19908526,31.14694642,0.80091474
32.33068659,30.80261456,0.66931341
32.69766152,32.28436452,0.30233848
32.85247122,30.65277954,0.14752878
32.37275210,31.89286094,0.62724790
32.04451975,29.18291686,0.95548025
32.52322569,31.22583440,0.47677431
32.52950576,30.22779092,0.47049424
32.05230325,30.93468413,0.94769675
32.36671965,30.72545305,0.63328035
32.84444009,32.54290313,0.15555991
32.68987823,30.60173841,0.31012177
32.32440673,31.73151795,0.67559327
