# StochasticInstanton sample grid
# generated: 2026-06-24T13:47:23Z
# method: sobol
# seed: 42
# n_requested: 1024
# n_samples_generated: 1024
# delta_nstar_range: [1.0, 12.0]
# delta_N_range: [2.0, 23.0]
# N_final: derived: N_final = 53.0 - ΔN - delta_Nstar  (N_final_min=3.0)
# K (= N_final + ΔN + delta_Nstar): 53.0
# total_rows: 1024
N_init,N_final,delta_Nstar
47.25867578,28.15694836,5.74132422
41.42263328,32.88302448,11.57736672
45.79014887,31.23562847,7.20985113
51.61447946,49.05778477,1.38552054
49.38125997,33.94761013,3.61874003
44.92961624,38.00714356,8.07038376
43.65816591,22.40550421,9.34183409
48.11689528,36.48331326,4.88310472
49.17919889,36.35984264,3.82080111
42.63950248,38.33036332,10.36049752
43.77298806,25.15480736,9.22701194
50.32237305,41.32167111,2.67762695
51.18294765,29.46534571,1.81705235
46.00616559,34.84972223,6.99383441
41.78132494,24.59138355,11.21867506
46.94362430,41.74990770,6.05637570
46.70521567,30.10707961,6.29478433
42.23456921,36.44329494,10.76543079
46.24562335,23.85939736,6.75437665
50.72865442,40.25687232,2.27134558
50.21153839,32.27308664,2.78846161
44.35649184,34.68177291,8.64350816
42.74870072,29.32653405,10.25129928
48.59733170,44.87492538,4.40266830
48.35646843,27.78294988,4.64353157
43.20373631,30.89555151,9.79626369
44.69100829,28.65524398,8.30899171
49.83472453,43.49968062,3.16527547
51.72381408,37.76172486,1.27618592
45.20816629,42.05453978,7.79183371
41.31157832,21.54057096,11.68842168
47.84237888,39.98677546,5.15762112
47.67251325,32.74404774,5.32748675
41.13770472,38.94534742,11.86229528
45.36590558,25.89984641,7.63409442
51.90981392,43.74415587,1.09018608
49.67693274,28.14196490,3.32306726
44.50503988,33.16337172,8.49496012
43.37357042,27.64800109,9.62642958
48.53039444,41.89022226,4.46960556
48.76588660,29.86604688,4.23411340
42.92390586,34.21576240,10.07609414
44.19737887,31.08546852,8.80262113
50.02689107,45.99941531,2.97310893
50.88779874,33.32326761,2.11220126
46.43021809,41.60019176,6.56978191
42.06606664,19.98477006,10.93393336
46.52997893,35.74812091,6.47002107
47.10814046,24.42936069,5.89185954
41.96054800,31.77042960,11.03945200
45.85377707,28.97398168,7.14622293
50.99159703,45.49288094,2.00840297
50.47481407,36.68895244,2.52518593
43.96430724,40.61648596,9.03569276
42.47501782,24.16197665,10.52498218
48.99992342,39.68889507,4.00007658
47.95373311,31.55363673,5.04626689
43.47756804,37.51647456,9.52243196
45.08333779,24.13587445,7.91666221
49.57129870,37.62745161,3.42870130
51.46072657,31.39780003,1.53927343
45.60016271,38.02686011,7.39983729
41.58574311,27.34134744,11.41425689
47.43930525,44.57759229,5.56069475
47.51337084,31.90849439,5.48662916
41.68356556,34.91696112,11.31643444
45.52374195,24.11042801,7.47625805
51.36525914,39.89747887,1.63474086
49.47347880,29.88778063,3.52652120
45.00927474,36.96904005,7.99072526
43.57303276,28.52460818,9.42696724
48.03015117,45.96225628,4.96984883
48.92359707,26.72104184,4.07640293
42.37947696,31.72334525,10.62052304
44.03827841,26.35280935,8.96172159
50.57270995,45.86937150,2.42729005
51.08713519,38.09556978,1.91286481
45.93010071,41.77776737,7.06989929
41.86265466,23.08219824,11.13734534
47.03417183,38.20085000,5.96582817
46.62820665,28.52230216,6.37179335
42.13970089,32.62732523,10.86029911
46.33501694,32.75597191,6.66498306
50.81113809,47.26100855,2.18886191
49.95325428,32.86466744,3.04674572
44.09914861,38.80346957,8.90085139
43.00056922,20.11395901,9.99943078
48.86109045,38.87432927,4.13890955
48.43526672,33.98431014,4.56473328
43.29681536,40.63716567,9.70318464
44.60319417,24.33274508,8.39680583
49.75066140,42.37910129,3.24933860
51.98657169,31.24718384,1.01342831
45.46103601,33.31357607,7.53896399
41.06397352,24.87227333,11.93602648
47.57435643,41.41061169,5.42564357
47.76571683,26.71609410,5.23428317
41.21637315,29.37400158,11.78362685
45.28180177,30.05151098,7.71819823
51.82204565,44.69174437,1.17795435
49.92992699,35.17406246,3.07007301
44.76766763,42.41811279,8.23233237
43.10550728,23.80147470,9.89449272
48.28283549,39.95004638,4.71716451
48.67106159,31.27750545,4.32893841
42.84685886,37.86121583,10.15314114
44.27973538,22.35948034,8.72026462
50.11640665,39.16835764,2.88359335
50.63049882,32.21437823,2.36950118
46.17189600,36.96462999,6.82810400
42.32969824,29.71208138,10.67030176
46.78196942,42.26530463,6.21803058
46.84816088,33.55141573,6.15183912
41.70490557,37.86285842,11.29509443
46.10398419,28.28999293,6.89601581
51.25701200,41.46233208,1.74298800
50.39879513,27.88613379,2.60120487
43.86845418,33.51736187,9.13154582
42.56543558,25.84118425,10.43456442
49.08137776,43.41175423,3.91862224
48.21478731,28.31892420,4.78521269
43.73213585,35.99687922,9.26786415
44.83407939,30.74681371,8.16592061
49.30493501,46.27069371,3.69506499
51.54050698,35.63047207,1.45949302
45.69225431,39.23595484,7.30774569
41.49896094,21.05213345,11.50103906
47.35421533,34.92509576,5.64578467
47.29218316,34.22655682,5.70781684
41.43276866,37.36923525,11.56723134
45.67242508,26.64423255,7.32757492
51.51668550,42.92661342,1.48331450
49.28384628,27.15655356,3.71615372
44.81151742,34.06538410,8.18848258
43.66867633,26.23214504,9.33132367
48.15002238,43.20223258,4.84997762
49.14753848,29.63518027,3.85246152
42.62752013,34.49792473,10.37247987
43.89222313,29.09209542,9.10777687
50.41865574,48.10823207,2.58134426
51.27952145,35.59994324,1.72047855
46.12510431,39.44922245,6.87489569
41.76963894,20.10666625,11.23036106
46.91167278,35.68778310,6.08832722
46.80094958,25.81775152,6.19905042
42.35300504,30.45512403,10.64699496
46.23477855,29.95243561,6.76522145
50.69720448,44.60808111,2.30279552
50.18037955,35.97203152,2.81962045
44.34535069,41.43732366,8.65464931
42.86743290,22.68642497,10.13256710
48.69277450,41.24779468,4.30722550
48.25956024,31.41550458,4.74043976
43.08647475,37.54177755,9.91352525
44.70101451,21.90448630,8.29898549
49.86701305,39.80490952,3.13298695
51.75648288,33.40740909,1.24351712
45.21779747,35.95307818,7.78220253
41.19469179,27.52692658,11.80530821
47.74509042,44.26894135,5.25490958
47.55512450,28.90088114,5.44487550
41.04091849,32.08651559,11.95908151
45.39840523,32.69711534,7.60159477
51.91961427,47.48213731,1.08038573
49.68643673,32.53220502,3.31356327
44.53783063,39.29812291,8.46216937
43.27649308,21.44111267,9.72350692
48.41330204,37.38486351,4.58669796
48.88411393,34.36565118,4.11588607
43.01985351,40.41687480,9.98014649
44.16605350,24.94625471,8.83394650
50.01591645,41.60466048,2.98408355
50.87644909,29.58806269,2.12355091
46.39927300,34.81168711,6.60072700
42.16163402,26.84574764,10.83836598
46.64858129,39.59810877,6.35141871
47.09628793,31.10650473,5.90371207
41.92876302,35.55797939,11.07123698
45.94984602,25.24831261,7.05015398
51.11104060,38.92060423,1.88895940
50.59388260,30.77656620,2.40611740
44.06075647,36.24118566,8.93924353
42.44285256,28.60909113,10.55714744
48.98844592,45.71672300,4.01155408
47.96407437,25.53188230,5.03592563
43.51086430,33.07481690,9.48913570
44.98542187,28.51531570,8.01457813
49.45370211,43.54467439,3.54629789
51.34283362,37.96698101,1.65716638
45.50253790,41.74408394,7.49746210
41.61874826,23.55197373,11.38125174
47.44994286,37.89330532,5.55005714
47.37328082,25.41699567,5.62671918
41.52354309,30.62180564,11.47645691
45.57617338,28.30071615,7.42382662
51.44106519,46.32709688,1.55893481
49.54890457,36.96702994,3.45109543
45.06208121,40.49943781,7.93791879
43.41263526,24.87876873,9.58736474
47.89044143,38.81119279,5.10955857
49.06217582,33.86793017,3.93782418
42.54101070,35.36439286,10.45898930
43.98400001,22.81629339,9.01599999
50.49875087,38.78469958,2.50124913
51.01288500,31.67311520,1.98711500
45.87611867,37.58929314,7.12388133
42.02389205,27.38577845,10.97610795
47.17304168,44.69545445,5.82695832
46.55311788,32.51184082,6.44688212
